p,min1,max1,min2,max2,min3,max3,name1,name2,name3
0.010177268,4,15,13,72,1.3,1.6,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010177268,4,15,8,77,1.6,1.6,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010177268,4,16,20,44,1.6,1.6,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010177268,4,16,13,72,1.3,1.6,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010177268,4,16,8,77,1.6,1.6,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010177268,5,15,20,44,1.6,1.6,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010177268,5,15,13,72,1.3,1.6,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010177268,5,15,8,77,1.6,1.6,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010177268,4,15,20,43,1.9,1.9,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010177268,4,15,9,75,1.9,1.9,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010177268,4,16,20,43,1.9,1.9,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010177268,4,16,9,75,1.9,1.9,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010177268,5,15,20,43,1.9,1.9,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010177268,5,15,9,75,1.9,1.9,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010177268,4,15,28,42,1.9,2.2,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010177268,4,15,20,43,2.2,2.2,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010177268,4,16,28,42,1.9,2.2,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010177268,4,16,20,43,2.2,2.2,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010177268,4,17,28,42,1.9,2.2,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010177268,4,17,20,43,2.2,2.2,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010177268,5,17,28,42,1.9,2.2,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010177268,5,17,20,43,2.2,2.2,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010177268,5,15,28,42,1.9,2.2,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010177268,5,15,20,43,2.2,2.2,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010177268,5,16,28,42,1.9,2.2,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010177268,5,16,20,43,2.2,2.2,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010177268,4,15,12,23,0.9,2.3,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010177268,4,16,12,23,1,2.3,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010177268,4,17,12,23,1.9,2.3,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010177268,5,17,12,23,1.9,2.3,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010177268,5,15,12,23,0.7,2.3,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010177268,5,16,12,23,1.9,2.3,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010177268,5,15,20,23,2.8,2.8,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010177268,5,15,28,42,2.8,2.8,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010177268,5,16,20,23,2.8,2.8,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010177268,5,16,28,42,2.8,2.8,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010177268,5,15,20,23,3.1,3.1,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010177268,5,16,20,23,3.1,3.1,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010177268,5,15,20,23,3.4,3.4,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010177268,5,15,29,40,3.4,3.4,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010177268,5,15,13,72,3.4,3.4,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010177268,5,15,8,93,3.4,3.4,TrafficSpeed High,Weather Data windspeed,AQI Data SO2
0.010177268,5,16,20,23,3.4,3.4,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010177268,5,16,29,40,3.4,3.4,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010177268,5,16,13,72,3.4,3.4,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010177268,5,16,8,93,3.4,3.4,TrafficSpeed High,Weather Data windspeed,AQI Data SO2
0.010177268,23,28,12,13,10,10,TrafficSpeed Low,Weather Data winddir,AQI Data PM25
0.010177268,23,28,22,23,10,10,TrafficSpeed Low,Weather Data winddir,AQI Data PM25
0.010177268,23,28,12,23,10,10,TrafficSpeed Low,Weather Data winddir,AQI Data PM25
0.010177268,20,33,12,13,17,17,TrafficSpeed Low,Weather Data winddir,AQI Data PM25
0.010177268,20,33,22,23,17,17,TrafficSpeed Low,Weather Data winddir,AQI Data PM25
0.010177268,20,33,12,23,17,17,TrafficSpeed Low,Weather Data winddir,AQI Data PM25
0.010177268,19,27,13,13,19,19,TrafficSpeed Low,Weather Data winddir,AQI Data NO2
0.010177268,19,27,12,13,19,19,TrafficSpeed Low,Weather Data winddir,AQI Data NO2
0.010177268,19,27,12,23,19,19,TrafficSpeed Low,Weather Data winddir,AQI Data NO2
0.010177268,5,17,8,66,16,19,TrafficSpeed High,Weather Data windspeed,AQI Data CO
0.010177268,5,17,93,93,16,19,TrafficSpeed High,Weather Data windspeed,AQI Data CO
0.010177268,5,17,24,66,16,19,TrafficSpeed High,Weather Data windspeed,AQI Data CO
0.010177268,5,17,66,66,16,19,TrafficSpeed High,Weather Data windspeed,AQI Data CO
0.010177268,5,17,43,43,16,19,TrafficSpeed High,Weather Data windspeed,AQI Data CO
0.010177268,5,17,8,8,16,19,TrafficSpeed High,Weather Data windspeed,AQI Data CO
0.010177268,5,17,24,24,16,19,TrafficSpeed High,Weather Data windspeed,AQI Data CO
0.010177268,5,17,12,23,16,19,TrafficSpeed High,Weather Data winddir,AQI Data CO
0.010177268,29,41,13,13,21,21,TrafficSpeed Middle,Weather Data winddir,AQI Data NO2
0.010177268,29,41,12,13,21,21,TrafficSpeed Middle,Weather Data winddir,AQI Data NO2
0.010177268,29,41,12,23,21,21,TrafficSpeed Middle,Weather Data winddir,AQI Data NO2
0.010177268,7,17,8,66,16,21,TrafficSpeed High,Weather Data windspeed,AQI Data CO
0.010177268,7,17,93,93,16,21,TrafficSpeed High,Weather Data windspeed,AQI Data CO
0.010177268,7,17,24,66,16,21,TrafficSpeed High,Weather Data windspeed,AQI Data CO
0.010177268,7,17,66,66,16,21,TrafficSpeed High,Weather Data windspeed,AQI Data CO
0.010177268,7,17,43,43,16,21,TrafficSpeed High,Weather Data windspeed,AQI Data CO
0.010177268,7,17,8,8,16,21,TrafficSpeed High,Weather Data windspeed,AQI Data CO
0.010177268,7,17,24,24,16,21,TrafficSpeed High,Weather Data windspeed,AQI Data CO
0.010177268,7,17,12,23,16,21,TrafficSpeed High,Weather Data winddir,AQI Data CO
0.010177268,34,36,24,66,22,22,TrafficSpeed Low,Weather Data windspeed,AQI Data CO
0.010177268,34,36,66,66,22,22,TrafficSpeed Low,Weather Data windspeed,AQI Data CO
0.010177268,34,36,43,43,22,22,TrafficSpeed Low,Weather Data windspeed,AQI Data CO
0.010177268,34,36,8,8,22,22,TrafficSpeed Low,Weather Data windspeed,AQI Data CO
0.010177268,34,36,24,24,22,22,TrafficSpeed Low,Weather Data windspeed,AQI Data CO
0.010177268,34,36,12,23,22,22,TrafficSpeed Low,Weather Data winddir,AQI Data CO
0.010177268,7,14,20,21,21,22,TrafficSpeed High,Weather Data temperature,AQI Data CO
0.010177268,7,14,8,66,16,22,TrafficSpeed High,Weather Data windspeed,AQI Data CO
0.010177268,7,14,93,93,16,22,TrafficSpeed High,Weather Data windspeed,AQI Data CO
0.010177268,7,14,24,66,16,22,TrafficSpeed High,Weather Data windspeed,AQI Data CO
0.010177268,7,14,66,66,16,22,TrafficSpeed High,Weather Data windspeed,AQI Data CO
0.010177268,7,14,43,43,16,22,TrafficSpeed High,Weather Data windspeed,AQI Data CO
0.010177268,7,14,8,8,16,22,TrafficSpeed High,Weather Data windspeed,AQI Data CO
0.010177268,7,14,24,24,16,22,TrafficSpeed High,Weather Data windspeed,AQI Data CO
0.010177268,7,14,12,23,16,22,TrafficSpeed High,Weather Data winddir,AQI Data CO
0.010177268,8,13,20,21,21,22,TrafficSpeed High,Weather Data temperature,AQI Data CO
0.010177268,8,13,8,66,16,22,TrafficSpeed High,Weather Data windspeed,AQI Data CO
0.010177268,8,13,93,93,16,22,TrafficSpeed High,Weather Data windspeed,AQI Data CO
0.010177268,10,13,20,21,21,22,TrafficSpeed High,Weather Data temperature,AQI Data CO
0.010177268,10,13,8,66,16,22,TrafficSpeed High,Weather Data windspeed,AQI Data CO
0.010177268,10,13,93,93,16,22,TrafficSpeed High,Weather Data windspeed,AQI Data CO
0.010177268,11,13,20,21,21,22,TrafficSpeed High,Weather Data temperature,AQI Data CO
0.010177268,11,13,8,66,16,22,TrafficSpeed High,Weather Data windspeed,AQI Data CO
0.010177268,11,13,93,93,16,22,TrafficSpeed High,Weather Data windspeed,AQI Data CO
0.010177268,8,13,12,23,16,23,TrafficSpeed High,Weather Data winddir,AQI Data CO
0.010177268,10,13,12,23,16,23,TrafficSpeed High,Weather Data winddir,AQI Data CO
0.010177268,11,13,12,23,16,23,TrafficSpeed High,Weather Data winddir,AQI Data CO
0.010177268,8,13,20,22,24,24,TrafficSpeed High,Weather Data temperature,AQI Data CO
0.010177268,10,13,20,22,24,24,TrafficSpeed High,Weather Data temperature,AQI Data CO
0.010177268,11,13,20,22,24,24,TrafficSpeed High,Weather Data temperature,AQI Data CO
0.010177268,8,13,24,66,16,25,TrafficSpeed High,Weather Data windspeed,AQI Data CO
0.010177268,8,13,8,66,24,25,TrafficSpeed High,Weather Data windspeed,AQI Data CO
0.010177268,8,14,24,66,24,25,TrafficSpeed High,Weather Data windspeed,AQI Data CO
0.010177268,8,14,8,66,24,25,TrafficSpeed High,Weather Data windspeed,AQI Data CO
0.010177268,10,13,24,66,16,25,TrafficSpeed High,Weather Data windspeed,AQI Data CO
0.010177268,10,13,8,66,24,25,TrafficSpeed High,Weather Data windspeed,AQI Data CO
0.010177268,10,13,24,66,24,25,TrafficSpeed High,Weather Data windspeed,AQI Data CO
0.010177268,10,13,8,66,24,25,TrafficSpeed High,Weather Data windspeed,AQI Data CO
0.010177268,11,13,24,66,16,25,TrafficSpeed High,Weather Data windspeed,AQI Data CO
0.010177268,11,13,8,66,24,25,TrafficSpeed High,Weather Data windspeed,AQI Data CO
0.010177268,11,13,24,66,24,25,TrafficSpeed High,Weather Data windspeed,AQI Data CO
0.010177268,11,13,8,66,24,25,TrafficSpeed High,Weather Data windspeed,AQI Data CO
0.010177268,8,13,66,66,16,26,TrafficSpeed High,Weather Data windspeed,AQI Data CO
0.010177268,8,13,8,43,24,26,TrafficSpeed High,Weather Data windspeed,AQI Data CO
0.010177268,8,13,66,66,24,26,TrafficSpeed High,Weather Data windspeed,AQI Data CO
0.010177268,8,13,24,43,24,26,TrafficSpeed High,Weather Data windspeed,AQI Data CO
0.010177268,8,13,43,43,16,26,TrafficSpeed High,Weather Data windspeed,AQI Data CO
0.010177268,8,13,8,8,16,26,TrafficSpeed High,Weather Data windspeed,AQI Data CO
0.010177268,8,13,24,24,16,26,TrafficSpeed High,Weather Data windspeed,AQI Data CO
0.010177268,8,13,12,23,25,26,TrafficSpeed High,Weather Data winddir,AQI Data CO
0.010177268,8,13,12,13,25,26,TrafficSpeed High,Weather Data winddir,AQI Data CO
0.010177268,8,13,22,23,25,26,TrafficSpeed High,Weather Data winddir,AQI Data CO
0.010177268,8,13,13,13,25,26,TrafficSpeed High,Weather Data winddir,AQI Data CO
0.010177268,8,14,66,66,24,26,TrafficSpeed High,Weather Data windspeed,AQI Data CO
0.010177268,8,14,8,43,24,26,TrafficSpeed High,Weather Data windspeed,AQI Data CO
0.010177268,8,14,66,66,24,26,TrafficSpeed High,Weather Data windspeed,AQI Data CO
0.010177268,8,14,24,43,24,26,TrafficSpeed High,Weather Data windspeed,AQI Data CO
0.010177268,8,14,43,43,24,26,TrafficSpeed High,Weather Data windspeed,AQI Data CO
0.010177268,8,14,8,8,24,26,TrafficSpeed High,Weather Data windspeed,AQI Data CO
0.010177268,8,14,24,24,24,26,TrafficSpeed High,Weather Data windspeed,AQI Data CO
0.010177268,8,14,12,23,25,26,TrafficSpeed High,Weather Data winddir,AQI Data CO
0.010177268,8,14,12,13,25,26,TrafficSpeed High,Weather Data winddir,AQI Data CO
0.010177268,8,14,22,23,25,26,TrafficSpeed High,Weather Data winddir,AQI Data CO
0.010177268,8,14,13,13,25,26,TrafficSpeed High,Weather Data winddir,AQI Data CO
0.010177268,7,16,12,23,27,27,TrafficSpeed High,Weather Data winddir,AQI Data NO2
0.010177268,10,13,62,65,27,27,TrafficSpeed High,Weather Data humidity,AQI Data CO
0.010177268,10,13,62,65,27,27,TrafficSpeed High,Weather Data humidity,AQI Data CO
0.010177268,11,13,62,65,27,27,TrafficSpeed High,Weather Data humidity,AQI Data CO
0.010177268,11,13,62,65,27,27,TrafficSpeed High,Weather Data humidity,AQI Data CO
0.010177268,10,13,65,65,27,28,TrafficSpeed High,Weather Data humidity,AQI Data CO
0.010177268,10,13,66,66,16,28,TrafficSpeed High,Weather Data windspeed,AQI Data CO
0.010177268,10,13,8,43,24,28,TrafficSpeed High,Weather Data windspeed,AQI Data CO
0.010177268,10,13,66,66,24,28,TrafficSpeed High,Weather Data windspeed,AQI Data CO
0.010177268,10,13,24,43,24,28,TrafficSpeed High,Weather Data windspeed,AQI Data CO
0.010177268,10,13,43,43,16,28,TrafficSpeed High,Weather Data windspeed,AQI Data CO
0.010177268,10,13,8,8,16,28,TrafficSpeed High,Weather Data windspeed,AQI Data CO
0.010177268,10,13,24,24,16,28,TrafficSpeed High,Weather Data windspeed,AQI Data CO
0.010177268,10,13,12,23,25,28,TrafficSpeed High,Weather Data winddir,AQI Data CO
0.010177268,10,13,12,13,25,28,TrafficSpeed High,Weather Data winddir,AQI Data CO
0.010177268,10,13,22,23,25,28,TrafficSpeed High,Weather Data winddir,AQI Data CO
0.010177268,10,13,13,13,25,28,TrafficSpeed High,Weather Data winddir,AQI Data CO
0.010177268,10,13,65,65,27,28,TrafficSpeed High,Weather Data humidity,AQI Data CO
0.010177268,10,13,66,66,24,28,TrafficSpeed High,Weather Data windspeed,AQI Data CO
0.010177268,10,13,8,43,24,28,TrafficSpeed High,Weather Data windspeed,AQI Data CO
0.010177268,10,13,66,66,24,28,TrafficSpeed High,Weather Data windspeed,AQI Data CO
0.010177268,10,13,24,43,24,28,TrafficSpeed High,Weather Data windspeed,AQI Data CO
0.010177268,10,13,43,43,24,28,TrafficSpeed High,Weather Data windspeed,AQI Data CO
0.010177268,10,13,8,8,24,28,TrafficSpeed High,Weather Data windspeed,AQI Data CO
0.010177268,10,13,24,24,24,28,TrafficSpeed High,Weather Data windspeed,AQI Data CO
0.010177268,10,13,12,23,25,28,TrafficSpeed High,Weather Data winddir,AQI Data CO
0.010177268,10,13,12,13,25,28,TrafficSpeed High,Weather Data winddir,AQI Data CO
0.010177268,10,13,22,23,25,28,TrafficSpeed High,Weather Data winddir,AQI Data CO
0.010177268,10,13,13,13,25,28,TrafficSpeed High,Weather Data winddir,AQI Data CO
0.010177268,11,13,65,65,27,28,TrafficSpeed High,Weather Data humidity,AQI Data CO
0.010177268,11,13,65,65,27,28,TrafficSpeed High,Weather Data humidity,AQI Data CO
0.010177268,11,13,66,66,16,29,TrafficSpeed High,Weather Data windspeed,AQI Data CO
0.010177268,11,13,8,43,24,29,TrafficSpeed High,Weather Data windspeed,AQI Data CO
0.010177268,11,13,66,66,24,29,TrafficSpeed High,Weather Data windspeed,AQI Data CO
0.010177268,11,13,24,43,24,29,TrafficSpeed High,Weather Data windspeed,AQI Data CO
0.010177268,11,13,43,43,16,29,TrafficSpeed High,Weather Data windspeed,AQI Data CO
0.010177268,11,13,8,8,16,29,TrafficSpeed High,Weather Data windspeed,AQI Data CO
0.010177268,11,13,24,24,16,29,TrafficSpeed High,Weather Data windspeed,AQI Data CO
0.010177268,11,13,12,23,25,29,TrafficSpeed High,Weather Data winddir,AQI Data CO
0.010177268,11,13,12,13,25,29,TrafficSpeed High,Weather Data winddir,AQI Data CO
0.010177268,11,13,22,23,25,29,TrafficSpeed High,Weather Data winddir,AQI Data CO
0.010177268,11,13,13,13,25,29,TrafficSpeed High,Weather Data winddir,AQI Data CO
0.010177268,11,13,66,66,24,29,TrafficSpeed High,Weather Data windspeed,AQI Data CO
0.010177268,11,13,8,43,24,29,TrafficSpeed High,Weather Data windspeed,AQI Data CO
0.010177268,11,13,66,66,24,29,TrafficSpeed High,Weather Data windspeed,AQI Data CO
0.010177268,11,13,24,43,24,29,TrafficSpeed High,Weather Data windspeed,AQI Data CO
0.010177268,11,13,43,43,24,29,TrafficSpeed High,Weather Data windspeed,AQI Data CO
0.010177268,11,13,8,8,24,29,TrafficSpeed High,Weather Data windspeed,AQI Data CO
0.010177268,11,13,24,24,24,29,TrafficSpeed High,Weather Data windspeed,AQI Data CO
0.010177268,11,13,12,23,25,29,TrafficSpeed High,Weather Data winddir,AQI Data CO
0.010177268,11,13,12,13,25,29,TrafficSpeed High,Weather Data winddir,AQI Data CO
0.010177268,11,13,22,23,25,29,TrafficSpeed High,Weather Data winddir,AQI Data CO
0.010177268,11,13,13,13,25,29,TrafficSpeed High,Weather Data winddir,AQI Data CO
0.010177268,16,39,12,23,31,31,TrafficSpeed Low,Weather Data winddir,AQI Data NO2
0.010177268,14,40,12,23,35,37,TrafficSpeed Low,Weather Data winddir,AQI Data NO2
0.010177268,15,31,12,23,39,39,TrafficSpeed Car,Weather Data winddir,AQI Data NO2
0.010177268,15,33,12,23,45,45,TrafficSpeed Car,Weather Data winddir,AQI Data NO2
0.010177268,15,52,20,43,59,59,TrafficSpeed Car,Weather Data temperature,AQI Data NO2
0.010177268,15,52,12,23,59,59,TrafficSpeed Car,Weather Data winddir,AQI Data NO2
0.010177268,24,44,12,23,61,61,TrafficSpeed Middle,Weather Data winddir,AQI Data NO2
0.010177268,16,56,12,23,71,71,TrafficSpeed Car,Weather Data winddir,AQI Data NO2
0.010177268,4,17,20,21,73,73,TrafficSpeed High,Weather Data temperature,AQI Data PM25
0.010177268,16,45,12,23,83,83,TrafficSpeed Car,Weather Data winddir,AQI Data NO2
0.010177268,18,44,12,23,95,95,TrafficSpeed Low,Weather Data winddir,AQI Data NO2
0.010177268,22,22,12,23,103,103,TrafficSpeed Car,Weather Data winddir,AQI Data NO2
0.010177268,28,41,12,23,111,111,TrafficSpeed Middle,Weather Data winddir,AQI Data NO2
0.010177268,7,13,12,23,109,111,TrafficSpeed High,Weather Data winddir,AQI Data NO2
0.010177268,6,14,12,23,111,111,TrafficSpeed High,Weather Data winddir,AQI Data NO2
0.010177268,8,13,39,40,111,111,TrafficSpeed High,Weather Data humidity,AQI Data NO2
0.010177268,8,13,8,66,111,111,TrafficSpeed High,Weather Data windspeed,AQI Data NO2
0.010177268,8,8,39,40,111,111,TrafficSpeed High,Weather Data humidity,AQI Data NO2
0.010177268,8,8,8,66,111,111,TrafficSpeed High,Weather Data windspeed,AQI Data NO2
0.010177268,10,13,39,40,111,111,TrafficSpeed High,Weather Data humidity,AQI Data NO2
0.010177268,10,13,8,66,111,111,TrafficSpeed High,Weather Data windspeed,AQI Data NO2
0.010177268,11,13,39,40,111,111,TrafficSpeed High,Weather Data humidity,AQI Data NO2
0.010177268,11,13,8,66,111,111,TrafficSpeed High,Weather Data windspeed,AQI Data NO2
0.010177268,11,12,39,40,111,111,TrafficSpeed High,Weather Data humidity,AQI Data NO2
0.010177268,11,12,8,66,111,111,TrafficSpeed High,Weather Data windspeed,AQI Data NO2
0.010177268,12,12,39,40,111,111,TrafficSpeed High,Weather Data humidity,AQI Data NO2
0.010177268,12,12,8,66,111,111,TrafficSpeed High,Weather Data windspeed,AQI Data NO2
0.010177268,21,32,12,23,113,113,TrafficSpeed Low,Weather Data winddir,AQI Data NO2
0.010177268,8,13,8,66,113,113,TrafficSpeed High,Weather Data windspeed,AQI Data NO2
0.010177268,8,13,8,66,113,113,TrafficSpeed High,Weather Data windspeed,AQI Data NO2
0.010177268,8,8,8,66,113,113,TrafficSpeed High,Weather Data windspeed,AQI Data NO2
0.010177268,10,13,8,66,113,113,TrafficSpeed High,Weather Data windspeed,AQI Data NO2
0.010177268,8,8,8,66,113,113,TrafficSpeed High,Weather Data windspeed,AQI Data NO2
0.010177268,10,13,8,66,113,113,TrafficSpeed High,Weather Data windspeed,AQI Data NO2
0.010177268,11,13,8,66,113,113,TrafficSpeed High,Weather Data windspeed,AQI Data NO2
0.010177268,11,13,8,66,113,113,TrafficSpeed High,Weather Data windspeed,AQI Data NO2
0.010177268,11,12,8,66,113,113,TrafficSpeed High,Weather Data windspeed,AQI Data NO2
0.010177268,11,12,8,66,113,113,TrafficSpeed High,Weather Data windspeed,AQI Data NO2
0.010177268,12,12,8,66,113,113,TrafficSpeed High,Weather Data windspeed,AQI Data NO2
0.010177268,12,12,8,66,113,113,TrafficSpeed High,Weather Data windspeed,AQI Data NO2
0.010177268,8,13,12,23,109,115,TrafficSpeed High,Weather Data winddir,AQI Data NO2
0.010177268,8,13,12,23,111,115,TrafficSpeed High,Weather Data winddir,AQI Data NO2
0.010177268,8,8,12,23,109,117,TrafficSpeed High,Weather Data winddir,AQI Data NO2
0.010177268,10,13,12,23,109,117,TrafficSpeed High,Weather Data winddir,AQI Data NO2
0.010177268,8,8,12,23,111,117,TrafficSpeed High,Weather Data winddir,AQI Data NO2
0.010177268,10,13,12,23,111,117,TrafficSpeed High,Weather Data winddir,AQI Data NO2
0.010177268,11,13,24,66,117,117,TrafficSpeed High,Weather Data windspeed,AQI Data NO2
0.010177268,11,13,24,66,117,117,TrafficSpeed High,Weather Data windspeed,AQI Data NO2
0.010177268,11,12,24,66,117,117,TrafficSpeed High,Weather Data windspeed,AQI Data NO2
0.010177268,11,12,24,66,117,117,TrafficSpeed High,Weather Data windspeed,AQI Data NO2
0.010177268,12,12,24,66,117,117,TrafficSpeed High,Weather Data windspeed,AQI Data NO2
0.010177268,12,12,24,66,117,117,TrafficSpeed High,Weather Data windspeed,AQI Data NO2
0.010177268,11,13,12,23,109,121,TrafficSpeed High,Weather Data winddir,AQI Data NO2
0.010177268,11,13,12,23,111,121,TrafficSpeed High,Weather Data winddir,AQI Data NO2
0.010177268,11,12,12,23,109,125,TrafficSpeed High,Weather Data winddir,AQI Data NO2
0.010177268,11,12,12,23,111,125,TrafficSpeed High,Weather Data winddir,AQI Data NO2
0.010177268,12,12,12,23,109,129,TrafficSpeed High,Weather Data winddir,AQI Data NO2
0.010177268,12,12,12,23,111,129,TrafficSpeed High,Weather Data winddir,AQI Data NO2
0.010177268,12,12,12,23,117,129,TrafficSpeed High,Weather Data winddir,AQI Data NO2
0.010177268,27,28,24,43,271,271,TrafficSpeed Low,Weather Data windspeed,AQI Data PM10
0.010177268,27,28,43,43,271,271,TrafficSpeed Low,Weather Data windspeed,AQI Data PM10
